kegg,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K06777,750.4621102,0.503516217,0.999132574,0.50395336,0.614294152,0.823600266
K10251,863.4422155,1.174398821,2.332837488,0.50342076,0.614668479,0.823843057
K09014,14791.89654,-0.307883931,0.611700502,-0.503324633,0.61473605,0.823843057
K13771,418.0757702,-0.879228232,1.747979311,-0.502996933,0.614966428,0.823843057
K15376,2153.126423,0.320699111,0.637767349,0.502846549,0.615072163,0.823843057
K11931,3607.648509,-0.384736676,0.765130655,-0.502837879,0.615078259,0.823843057
K18233,176.3937182,-0.701288792,1.395528937,-0.50252544,0.615297962,0.823975765
K03395,49.27236266,-0.938828018,1.868403916,-0.502475942,0.615332771,NA
K05281,1869.382173,0.338090104,0.67306712,0.502312613,0.615447638,0.824014664
K05695,23718.88765,0.191423364,0.381341823,0.501973171,0.615686393,0.824172791
K03521,67410.7461,0.19790907,0.394523598,0.50164064,0.615920327,0.824200253
K08483,51643.70471,0.150898326,0.300853285,0.501567821,0.61597156,0.824200253
K13291,961.8428792,0.635483769,1.267344177,0.50142951,0.616068876,0.824200253
K07663,1715.583889,0.781151583,1.558440843,0.501239162,0.616202816,0.824213153
K14055,134.2292394,0.689766859,1.377129554,0.50087289,0.616460583,0.824213153
K03123,862.3863038,-1.155908961,2.308360709,-0.500748846,0.616547891,0.824213153
K14415,21006.04593,-0.218308769,0.435980999,-0.500730009,0.616561149,0.824213153
K18144,861.0352462,0.424929006,0.851255647,0.499179074,0.617653235,0.825511495
K02913,18676.74485,0.156100376,0.312860238,0.498946038,0.6178174,0.825569377
K19383,38.35863063,-1.813097129,3.634822738,-0.498813081,0.617911071,NA
K02107,10221.5039,-0.329436317,0.661063144,-0.498343192,0.61824217,0.825975408
K06939,2659.395885,0.481188357,0.966221337,0.498010485,0.618476652,0.826127104
K01480,627.0451188,0.358945161,0.721068093,0.497796483,0.618627495,0.826167042
K18302,656.6143516,0.412134084,0.829610147,0.496780429,0.619343898,0.826751078
K01040,1961.548767,0.553080256,1.113366,0.496764097,0.619355416,0.826751078
K01946,211.1641736,-1.452251468,2.924732871,-0.496541576,0.619512362,0.826751078
K10593,5164.805311,-0.563583029,1.135522056,-0.496320636,0.619668209,0.826751078
K02416,47759.7574,-0.17982158,0.362311111,-0.496318149,0.619669964,0.826751078
K12513,60.49908432,-0.954508209,1.927030496,-0.495325949,0.620370057,NA
K02049,3836.952489,0.36947348,0.746803776,0.494739706,0.62078387,0.828075496
K19422,9476.044753,0.29866432,0.604626042,0.493965358,0.621330645,0.828552285
K06521,1770.872825,0.403476034,0.816935067,0.493889968,0.62138389,0.828552285
K04028,3465.564409,0.228596909,0.463473458,0.493225459,0.621853291,0.828753826
K07942,118.8394456,0.718349502,1.45682718,0.493091776,0.621947742,0.828753826
K01963,6214.78239,0.372999718,0.756532356,0.493038684,0.621985254,0.828753826
K04566,1703.335074,-0.489461693,0.992844972,-0.492989044,0.622020329,0.828753826
K15036,2762.151803,-0.714087316,1.453785986,-0.491191497,0.623291012,0.830284888
K13787,2141.732792,0.345909746,0.704904976,0.490718264,0.623625727,0.830568794
K00416,40.38506922,-0.857172023,1.747704192,-0.490456009,0.623811252,NA
K06925,6479.261089,0.257867349,0.525791528,0.490436485,0.623825064,0.830672322
K06154,1670.578618,-0.685248865,1.397730802,-0.490258113,0.623951263,0.830678441
K16058,42.87216651,-1.829939607,3.734522463,-0.490006319,0.624129427,NA
K08289,1262.80029,-0.39089419,0.798553677,-0.489502711,0.624485836,0.831228126
K02783,128.897683,0.981436598,2.006622188,0.489098847,0.624771718,0.83144664
K04429,5754.606098,-0.375194842,0.768003134,-0.488532957,0.625172388,0.831817799
K15069,41.15179534,-1.724758752,3.532034798,-0.488318732,0.625324096,NA
K06328,108.2345174,0.646164303,1.323547262,0.488206445,0.62540362,0.831963414
K01961,4858.255127,-0.213361507,0.437720389,-0.4874379,0.625948041,0.832401849
K07196,2089.671402,-0.840838438,1.725160766,-0.487397149,0.625976914,0.832401849
K14145,136.3991794,1.174247974,2.410796854,0.487078773,0.626202508,0.832539769
K00871,50.9593471,-1.816941238,3.732959454,-0.486729433,0.626450084,NA
K02434,18249.20399,-0.279093546,0.573692757,-0.486486089,0.626622566,0.832936125
K09230,1738.163447,0.665433435,1.368524571,0.486241496,0.626795953,0.833004505
K06203,87.18911565,-1.011399326,2.08309719,-0.48552671,0.62730277,0.833515897
K09291,9749.643047,0.348464871,0.718714065,0.48484493,0.627786349,0.833996217
K02194,249.6875683,0.588632103,1.215609613,0.484227911,0.628224131,0.834375334
K03625,17691.44449,-0.199669608,0.412456635,-0.484098427,0.628316018,0.834375334
K02622,3209.615263,-0.216555961,0.44753527,-0.483885797,0.628466921,0.834413515
K04068,15120.6666,-0.332621909,0.688307693,-0.483245957,0.628921108,0.834816037
K02523,1742.701774,0.21964438,0.45464259,0.483114395,0.629014514,0.834816037
K02909,37866.15566,0.147362286,0.30518568,0.482861077,0.62919438,0.834892543
K18997,3580.939602,-0.473438723,0.981287489,-0.48246689,0.629474313,0.835025769
K06949,18450.77905,0.162221066,0.336407699,0.482215677,0.629652742,0.835025769
K02798,2734.014085,-0.457611405,0.949000902,-0.48220334,0.629661504,0.835025769
K00874,46302.07355,0.16119513,0.334706169,0.481601908,0.63008877,0.8354302
K06409,15259.51934,-0.248805197,0.517943067,-0.480371711,0.630963106,0.836427125
K05804,1381.242754,-0.589707733,1.230276423,-0.47932946,0.631704268,0.83710157
K06204,10400.60225,0.230256019,0.48038899,0.479311608,0.631716966,0.83710157
K17690,686.8808456,0.881575449,1.841427369,0.478745708,0.632119545,0.837247417
K02302,3019.82558,-0.40516351,0.846321281,-0.478734872,0.632127254,0.837247417
K06644,503.6086136,-0.62184582,1.299193057,-0.478640043,0.632194727,0.837247417
K03825,1146.404551,0.308987339,0.646443322,0.477980556,0.632664044,0.837398426
K03590,32782.58879,-0.14550537,0.304432479,-0.477956131,0.632681429,0.837398426
K18844,230.3477766,0.771556246,1.614375394,0.477928646,0.632700992,0.837398426
K16784,3374.11251,0.292319201,0.611960528,0.477676563,0.632880428,0.837398426
K03930,4769.380281,0.457109382,0.957059428,0.477618598,0.632921691,0.837398426
K07319,2368.024657,-0.580954562,1.218911305,-0.476617585,0.633634459,0.838016153
K02334,3700.586542,-0.41932875,0.880762485,-0.476097423,0.634004973,0.838016153
K16780,189.3845849,1.452812821,3.0528512,0.475887204,0.634154739,0.838016153
K06675,4347.698954,-0.436683907,0.917668937,-0.475862143,0.634172594,0.838016153
K02265,67.96929982,-0.698191832,1.467339119,-0.475821726,0.63420139,0.838016153
K07206,538.8284187,1.144251546,2.405908066,0.475600694,0.634358881,0.838016153
K11752,2635.959292,0.282267964,0.593926549,0.47525736,0.634603548,0.838016153
K13926,5701.402416,0.242383969,0.510543519,0.474756724,0.634960382,0.838016153
K07735,5610.520367,0.25116804,0.529096756,0.47471098,0.634992991,0.838016153
K13283,7366.09299,0.284050809,0.598583033,0.474538691,0.635115814,0.838016153
K02519,50378.72811,0.147053472,0.309895712,0.474525674,0.635125095,0.838016153
K04773,7460.002474,-0.152944521,0.322449291,-0.474321157,0.635270906,0.838016153
K10375,214.5285846,0.99250194,2.092862425,0.474231812,0.63533461,0.838016153
K03699,68998.35649,0.182515954,0.384886832,0.474206803,0.635352443,0.838016153
K15446,1585.157104,0.374499295,0.789887324,0.474117363,0.635416218,0.838016153
K07694,1667.974741,0.751205106,1.584610345,0.474062982,0.635454995,0.838016153
K13993,183826.6645,0.435860221,0.919466168,0.474036171,0.635474114,0.838016153
K05352,1558.947048,-0.582199262,1.229252616,-0.473620519,0.635770541,0.838245235
K06330,6223.853307,0.235117975,0.49684403,0.473222904,0.636054159,0.838370437
K14480,921.688554,-0.843594844,1.782958525,-0.47314328,0.636110961,0.838370437
K09992,1544.6005,0.477253719,1.009284182,0.472863568,0.636310519,0.838469618
K19126,241.2102264,0.683234069,1.445405414,0.472693725,0.636431704,0.838469618
K12259,477.7712645,0.91763437,1.942672134,0.472356788,0.636672143,0.838532474
K13668,1283.352371,0.427520285,0.905660445,0.472053612,0.636888522,0.838532474
K11614,1127.676505,0.531886392,1.126904391,0.471988925,0.636934694,0.838532474
K17751,3042.799793,-0.369907513,0.783803887,-0.47193886,0.63697043,0.838532474
K13125,127.2384469,-1.756587367,3.728076482,-0.471177932,0.637513676,0.839041222
K08537,1156.912547,0.539050504,1.144423338,0.47102369,0.637623818,0.839041222
K11921,3885.008808,0.331562915,0.704171722,0.470855197,0.637744144,0.839041222
K13219,921.7960453,0.925140476,1.966536109,0.470441642,0.638039519,0.839041222
K01412,301.4917463,0.949330892,2.018114484,0.470404875,0.638065782,0.839041222
K07038,249.3578622,0.51233942,1.089236656,0.470365569,0.638093859,0.839041222
K17360,50.78229206,-1.054618273,2.24380307,-0.47001374,0.638345201,NA
K00094,5495.095161,-0.30294089,0.644612389,-0.469958218,0.638384869,0.839262324
K01042,1735.143316,0.618981465,1.319922255,0.468952973,0.639103251,0.840045085
K03867,52.5803806,-0.868179511,1.8537197,-0.468344546,0.639538218,NA
K00196,2486.622059,-0.467425306,0.998877729,-0.467950474,0.639820007,0.840825408
K03636,237.7206566,-0.60659074,1.299007654,-0.466964716,0.640525122,0.841590135
K06466,118.1388775,-1.145156206,2.456331808,-0.466205829,0.641068178,0.842141677
K01026,12404.72862,-0.172957016,0.371558381,-0.465490821,0.641580008,0.842465881
K04712,724.0018816,0.927716404,1.993267799,0.465424869,0.641627228,0.842465881
K09812,26648.77151,-0.310456558,0.667154624,-0.465344235,0.641684962,0.842465881
K16194,937.5028973,-0.835250499,1.796347473,-0.464971567,0.641951819,0.842648539
K03491,7465.914931,0.31054766,0.668124,0.464805426,0.642070802,0.842648539
K02480,794.4285917,0.508040127,1.093831823,0.464459085,0.642318867,0.842812174
K07250,1692.90124,0.398672271,0.859859526,0.463648141,0.642899858,0.843412508
K11210,450.4544392,-0.531776097,1.14834165,-0.463081782,0.643305748,0.843494325
K00213,370.6047868,-1.093176357,2.362010885,-0.462815969,0.643496284,0.843494325
K05580,363.146706,-0.745614165,1.612210915,-0.462479294,0.643737648,0.843494325
K00488,230.6046803,-1.449220911,3.134778039,-0.462304154,0.643863221,0.843494325
K01224,16163.43852,0.331634824,0.717390509,0.462279358,0.643881,0.843494325
K02460,384.6868568,0.47229579,1.022215428,0.462031561,0.644058688,0.843494325
K02897,6948.396901,0.152425024,0.329906337,0.462025147,0.644063287,0.843494325
K13198,500.7517581,-1.042599599,2.257153442,-0.461909049,0.644146545,0.843494325
K06436,70.17246463,0.753206121,1.630880936,0.461840043,0.644196033,0.843494325
K04027,10563.09094,0.196513757,0.42550305,0.461838656,0.644197028,0.843494325
K08587,2369.176441,0.302912241,0.656192656,0.461620895,0.644353207,0.843537133
K15736,1721.199917,-0.521166092,1.131360046,-0.460654496,0.645046507,0.843988858
K00571,6347.663285,-0.45913152,0.997209415,-0.460416352,0.6452174,0.843988858
K05570,1504.715585,-0.458648118,0.996397126,-0.460306545,0.645296204,0.843988858
K01303,8581.005522,0.236141815,0.513018122,0.460299169,0.645301497,0.843988858
K08053,752.8092867,0.695263444,1.510680141,0.460232067,0.645349656,0.843988858
K09157,17430.79222,-0.208175272,0.452449919,-0.460106773,0.645439583,0.843988858
K18097,3012.649945,0.71914669,1.565464376,0.459382341,0.645959627,0.844351333
K08056,1258.479159,-0.566148063,1.233293548,-0.459053779,0.646195547,0.844351333
K00262,169908.6279,0.119448806,0.260234726,0.4590041,0.646231222,0.844351333
K10398,5069.89602,0.187898539,0.409507861,0.458839884,0.646349151,0.844351333
K13004,5109.11759,-0.359022971,0.782632902,-0.458737386,0.646422763,0.844351333
K19172,90.73749203,0.773054931,1.686534586,0.458368857,0.646687462,0.844351333
K17810,1224.076128,0.460278887,1.004752892,0.458101579,0.646879464,0.844351333
K17675,2244.38346,0.47083627,1.027962624,0.458028589,0.646931902,0.844351333
K07313,6324.999316,-0.229299576,0.500726209,-0.457934041,0.64699983,0.844351333
K05496,570.572355,0.761560961,1.663659385,0.457762549,0.647123044,0.844351333
K02503,20409.99373,0.324458311,0.709274658,0.457450873,0.647347006,0.844351333
K09106,559.3384721,-0.988362477,2.161232212,-0.457314337,0.647445126,0.844351333
K00919,13665.1002,-0.155071931,0.339096729,-0.457308836,0.647449079,0.844351333
K11392,11156.16465,-0.364557944,0.797188676,-0.457304469,0.647452218,0.844351333
K03215,20711.18685,0.163809865,0.358336813,0.457139371,0.647570873,0.844351333
K06960,25690.47309,-0.264361804,0.580288593,-0.455569534,0.648699555,0.845621788
K00111,13082.86079,-0.212964421,0.467871214,-0.455177438,0.648981591,0.845621788
K14159,370.0540908,0.855486314,1.880141221,0.455011733,0.649100798,0.845621788
K12942,1369.516472,-0.28196438,0.619746111,-0.454967566,0.649132573,0.845621788
K08468,248.4502219,-0.5443596,1.196595637,-0.454923604,0.649164201,0.845621788
K18992,5225.100473,-0.328641836,0.722966673,-0.454573978,0.64941576,0.845627875
K07604,2910.821626,0.389211033,0.856212376,0.454573005,0.649416459,0.845627875
K02851,5566.352758,0.183466985,0.404019,0.454104845,0.649753366,0.845782699
K18425,928.5730703,-0.560885781,1.235257958,-0.454063685,0.64978299,0.845782699
K00342,240.9448521,-0.449794048,0.990979567,-0.453888317,0.649909213,0.845785832
K19114,474.4876663,-0.633455515,1.397773755,-0.453188874,0.650412743,0.846074116
K07465,608.6035707,0.727305669,1.604908545,0.453175772,0.650422177,0.846074116
K19575,1096.622292,-0.506189799,1.117444939,-0.452988582,0.650556963,0.846074116
K03613,11529.22944,-0.218070327,0.481505733,-0.452892482,0.650626165,0.846074116
K04985,2826.129132,-0.406888258,0.899479755,-0.452359551,0.651009982,0.846333511
K00731,146.0967399,0.686082347,1.516970228,0.452271465,0.65107343,0.846333511
K02054,1202.868699,-0.686257445,1.518781082,-0.451847506,0.651378843,0.846443843
K01060,955.3205441,-0.251579575,0.557031953,-0.451642987,0.651526196,0.846443843
K00750,116.2455697,-0.636807852,1.409997273,-0.451637648,0.651530044,0.846443843
K05724,2137.759268,-0.596861908,1.322475799,-0.451321611,0.651757771,0.846578691
K12047,12161.65926,-0.346812354,0.769860073,-0.450487519,0.652358952,0.846663696
K18755,981.7284282,-0.825304525,1.832058265,-0.450479409,0.652364798,0.846663696
K16555,11458.02945,0.174867556,0.388199194,0.450458318,0.652380003,0.846663696
K18328,66.7008915,-0.71572119,1.588904368,-0.450449508,0.652386354,0.846663696
K18330,8245.453583,0.253271802,0.562456179,0.450296061,0.652496979,0.846663696
K07263,29479.60653,0.170225608,0.37819067,0.450105254,0.652634549,0.846663696
K01547,659.5815191,0.674750232,1.499423311,0.450006497,0.652705756,0.846663696
K02007,5822.334716,-0.269956493,0.600268482,-0.44972625,0.652907841,0.846663696
K08693,9865.817433,0.204341576,0.454412055,0.44968344,0.652938714,0.846663696
K06087,1615.924109,0.417034124,0.928221683,0.449282894,0.653227596,0.846808492
K04019,984.7305845,-0.601922138,1.340032121,-0.449184858,0.65329831,0.846808492
K14138,32758.73858,0.21670757,0.482902292,0.448760698,0.653604293,0.846864768
K14840,835.537856,-1.106387609,2.466063287,-0.448645262,0.653687577,0.846864768
K15366,179.2760188,-0.710318559,1.583379633,-0.44860913,0.653713647,0.846864768
K12960,27889.74265,-0.277735512,0.620183964,-0.447827625,0.654277605,0.847391938
K01246,6221.553983,-0.466138457,1.041806419,-0.447432891,0.654562532,0.847391938
K10456,430.6926034,-0.929335414,2.078132065,-0.447197476,0.654732484,0.847391938
K01176,17129.24341,0.213357177,0.477210393,0.447092478,0.65480829,0.847391938
K04382,822.8228312,0.451149169,1.009198834,0.44703695,0.654848381,0.847391938
K01786,563.7079382,1.253396207,2.804464417,0.446928904,0.654926394,0.847391938
K17744,963.071833,0.499077793,1.116899205,0.446842286,0.654988938,0.847391938
K10365,155.3712575,0.621108824,1.391359295,0.446404337,0.6553052,0.847629329
K03270,1939.980333,-0.473146052,1.060898756,-0.445986056,0.655607318,0.847629329
K03474,1584.807549,0.247232881,0.554466793,0.445893035,0.655674513,0.847629329
K04552,46.37308427,-0.746504313,1.674336828,-0.44585074,0.655705067,NA
K05565,205.7356193,0.633127965,1.420109887,0.445830263,0.655719859,0.847629329
K04488,39537.34914,0.152069727,0.34117065,0.445729217,0.655792857,0.847629329
K04025,7437.683128,0.251190038,0.564178056,0.445231847,0.656152214,0.847733724
K01587,10629.22092,-0.466821701,1.048765557,-0.4451154,0.65623636,0.847733724
K05837,20088.4082,-0.200823205,0.45118452,-0.44510216,0.656245928,0.847733724
K05346,2298.212591,-0.45855956,1.030899659,-0.44481493,0.656453504,0.847841536
K07031,4465.431832,0.365864514,0.823551286,0.444252253,0.656860218,0.848206455
K07479,3069.663528,0.378564335,0.853456002,0.443566316,0.657356163,0.848557297
K17997,1389.176577,-0.356951176,0.804790825,-0.44353286,0.657380357,0.848557297
K00887,2990.954543,-0.543864411,1.22702355,-0.443238771,0.657593038,0.848671461
K07481,3973.041189,-0.193127641,0.436038515,-0.44291418,0.657827811,0.848706878
K02919,6014.05987,0.164903267,0.3723621,0.442857282,0.657868967,0.848706878
K00768,4410.327023,-0.422327276,0.954825602,-0.442308286,0.658266136,0.849058907
K13482,750.1755037,-1.118724877,2.53154179,-0.441914442,0.65855112,0.849266131
K14156,804.2778344,0.88696777,2.010019704,0.441273172,0.659015246,0.849573788
K01191,10074.42188,-0.278436129,0.631029384,-0.441241146,0.659038428,0.849573788
K09968,83.63004952,0.722026521,1.639906078,0.440285289,0.659730494,0.849985314
K12312,580.6612181,-0.902986098,2.052440325,-0.439957297,0.659968036,0.849985314
K03087,31651.12782,-0.179314638,0.407604578,-0.439923023,0.659992861,0.849985314
K16203,1138.746162,0.597159622,1.358009348,0.439731599,0.660131513,0.849985314
K19165,4183.603251,0.272529004,0.619984497,0.439573902,0.660245746,0.849985314
K09766,10678.02093,-0.229775426,0.522789722,-0.439517872,0.660286335,0.849985314
K01912,19672.11879,-0.178207531,0.405548503,-0.439423472,0.660354722,0.849985314
K06265,719.7741089,-0.803900124,1.829756654,-0.439348108,0.660409321,0.849985314
K08268,745.8841478,-0.788799161,1.795770207,-0.439253952,0.660477536,0.849985314
K02226,1283.464142,0.335212709,0.763787073,0.438882407,0.660746745,0.850171598
K06158,36049.20601,-0.172021589,0.39353559,-0.437118252,0.662025591,0.851125421
K11730,1509.587056,-0.771605104,1.765453079,-0.437057837,0.662069404,0.851125421
K01227,3525.70724,-0.364420546,0.833836008,-0.437041028,0.662081594,0.851125421
K15378,80.83269252,0.906706025,2.07483187,0.437002168,0.662109776,0.851125421
K14107,69566.40439,0.195933878,0.448360834,0.437000431,0.662111036,0.851125421
